State,County,Cluster,Name of organization,Acronym,Type,Reporting Month
Jonglei,Uror,Logistics,World Food Programme,WFP,UN,Jan-25
Jonglei,Uror,Nutrition,TEARFUND,TEARFUND,INGO,Jan-25
Jonglei,Uror,Protection,Christian Concern Development Trust,CDT,INGO,Jan-25
Jonglei,Uror,Protection,Mission Community Development Agency,MCDA,NNGO,Jan-25
Jonglei,Uror,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Jonglei,Uror,WASH,Givehealth Organization (GO),GO,NNGO,Jan-25
Jonglei,Uror,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Lakes,Awerial,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Awerial,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,Jan-25
Lakes,Awerial,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Awerial,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Awerial,Protection,Women Aid Vision,WAV,NNGO,Jan-25
Lakes,Cueibet,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Cueibet,Nutrition,Plan International,Plan,INGO,Jan-25
Lakes,Cueibet,Nutrition,United Nations Children's Fund,UNICEF,UN,Jan-25
Lakes,Cueibet,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Cueibet,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Rumbek Centre,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Rumbek Centre,Logistics,World Food Programme,WFP,UN,Jan-25
Lakes,Rumbek Centre,Nutrition,Plan International,Plan,INGO,Jan-25
Lakes,Rumbek Centre,Nutrition,United Nations Children's Fund,UNICEF,UN,Jan-25
Lakes,Rumbek Centre,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Rumbek Centre,Protection,Humane Aid for Community Organization,HACO,NNGO,Jan-25
Lakes,Rumbek Centre,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Rumbek East,FSL,South Sudan Grassroots Initiative for Development,SSGID,NNGO,Jan-25
Lakes,Rumbek East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Rumbek East,Health,Peace and Development Partners,PDP,NNGO,Jan-25
Lakes,Rumbek East,Nutrition,International Rescue Committee,IRC,INGO,Jan-25
Lakes,Rumbek East,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Rumbek East,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Rumbek East,SNFI,Catholic Relief Services,CRS,INGO,Jan-25
Lakes,Rumbek East,WASH,South Sudan Grassroots Initiative for Development,SSGID,NNGO,Jan-25
Lakes,Rumbek North,FSL,Plan International,Plan,INGO,Jan-25
Lakes,Rumbek North,FSL,World Food Programme,WFP,UN,Jan-25
Lakes,Rumbek North,Health,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Lakes,Rumbek North,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Rumbek North,Nutrition,International Rescue Committee,IRC,INGO,Jan-25
Lakes,Wulu,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Wulu,Nutrition,Plan International,Plan,INGO,Jan-25
Lakes,Wulu,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Wulu,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Yirol East,Education,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Lakes,Yirol East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Yirol East,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,Jan-25
Lakes,Yirol East,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Yirol East,Protection,Plan International,Plan,INGO,Jan-25
Lakes,Yirol East,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Lakes,Yirol West,Health,Medici con l'Africa CUAMM,CUAMM,INGO,Jan-25
Lakes,Yirol West,Health,Global Health and Humanitarian Action South Sudan,GHHA,NNGO,Jan-25
Lakes,Yirol West,Nutrition,International Rescue Committee,IRC,INGO,Jan-25
Lakes,Yirol West,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Lakes,Yirol West,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Education,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Education,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Education,Windle Trust International,WTI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Health,International Organization for Migration,IOM,UN,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Logistics,International Organization for Migration,IOM,UN,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Logistics,World Food Programme,WFP,UN,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,Action Against Hunger,ACF,INGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,African Relief and Development Foundation,ARDF,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,Welthungerhilfe,WHH,INGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Narrative Hub,NH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Protection,United Nations Children's Fund,UNICEF,UN,Jan-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,WASH,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,WASH,Narrative Hub,NH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil Centre,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Education,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Education,Windle Trust International,WTI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,FSL,Community Initiative for Partnership and Development,CIPAD,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,FSL,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,FSL,Christian Restore Hope - South Sudan,CRHSS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,FSL,LM International South Sudan,LMI-SS,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Health,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Health,HealthCare Foundation Organization,HFO-SS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Health,International Rescue Committee,IRC,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Health,Medicair - South Sudan,Medicair-SS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Nutrition,Action Against Hunger,ACF,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Nutrition,HealthCare Foundation Organization,HFO-SS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Agency for Child Relief Aid,ACRA,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,ACT Alliance / Norwegian Church Aid,ACT Alliance/NCA,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Christian Concern Development Trust,CDT,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,For Afrika To Thrive,ForAfrika,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,International Organization for Migration,IOM,UN,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,International Rescue Committee,IRC,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Mission Community Development Agency,MCDA,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Narrative Hub,NH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,United Nations Children's Fund,UNICEF,UN,Jan-25
Northern Bahr el Ghazal,Aweil East,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,Action Against Hunger,ACF,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,Centre for Emergency and Development Support,CEDS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,LM International South Sudan,LMI-SS,INGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,Narrative Hub,NH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,United Nations Children's Fund,UNICEF,UN,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil East,WASH,World Vision International,WVI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Health,Concern Worldwide,Concern worldwide,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Health,HealthNet TPO,HealthNet TPO,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Health,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Nutrition,Concern Worldwide,Concern worldwide,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Protection,International Rescue Committee,IRC,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Protection,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Protection,SafeLane Global,SLG,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Northern Bahr el Ghazal,Aweil North,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,SNFI,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,WASH,Building Bridges for Change,BB4C,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,WASH,Concern Worldwide,Concern worldwide,INGO,Jan-25
Northern Bahr el Ghazal,Aweil North,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil North,WASH,World Vision International,WVI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Education,Save a Life International,SALI,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Education,Windle Trust International,WTI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Nutrition,International Rescue Committee,IRC,INGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Protection,Christian Action for Development and Support,CADS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Protection,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,Protection,United Nations Children's Fund,UNICEF,UN,Jan-25
Northern Bahr el Ghazal,Aweil South,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,SNFI,Save a Life International,SALI,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,WASH,Building Bridges for Change,BB4C,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,WASH,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil South,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Education,Compassionate Institute for Street Children,CIS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Education,Windle Trust International,WTI,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,FSL,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,FSL,South Sudan Grassroots Initiative for Development,SSGID,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,FSL,World Food Programme,WFP,UN,Jan-25
Northern Bahr el Ghazal,Aweil West,FSL,Welthungerhilfe,WHH,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Health,HealthNet TPO,HealthNet TPO,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Nutrition,American Refugee Committee (Alight),ARC (Alight),INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Nutrition,United Nations Children's Fund,UNICEF,UN,Jan-25
Northern Bahr el Ghazal,Aweil West,Nutrition,Welthungerhilfe,WHH,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Protection,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Protection,For Afrika To Thrive,ForAfrika,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Protection,Peace and Development Partners,PDP,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Protection,Peace Winds Japan,PWJ,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Northern Bahr el Ghazal,Aweil West,WASH,ACT Alliance / Norwegian Church Aid,ACT Alliance/NCA,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,WASH,Norwegian Church Aid,NCA,INGO,Jan-25
Northern Bahr el Ghazal,Aweil West,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Abiemnhom,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Abiemnhom,Nutrition,CARE International,CARE,INGO,Jan-25
Unity,Abiemnhom,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Unity,Abiemnhom,Protection,Integrated Humanitarian Aid,IHA,NNGO,Jan-25
Unity,Abiemnhom,Protection,United Nations Children's Fund,UNICEF,UN,Jan-25
Unity,Abiemnhom,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Unity,Abiemnhom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Abiemnhom,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Guit,CCCM,Danish Refugee Council,DRC,INGO,Jan-25
Unity,Guit,Education,ACT Alliance / Finn Church Aid,ACT Alliance/FCA,INGO,Jan-25
Unity,Guit,FSL,World Food Programme,WFP,UN,Jan-25
Unity,Guit,FSL,Welthungerhilfe,WHH,INGO,Jan-25
Unity,Guit,Nutrition,Concern Worldwide,Concern worldwide,INGO,Jan-25
Unity,Guit,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Unity,Guit,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Unity,Guit,WASH,Concern Worldwide,Concern worldwide,INGO,Jan-25
Unity,Guit,WASH,South Sudan Red Cross,SSRC,NNGO,Jan-25
Unity,Koch,FSL,International Rescue Committee,IRC,INGO,Jan-25
Unity,Koch,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
Unity,Koch,Health,International Rescue Committee,IRC,INGO,Jan-25
Unity,Koch,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Koch,Health,World Relief,WR,INGO,Jan-25
Unity,Koch,Logistics,World Food Programme,WFP,UN,Jan-25
Unity,Koch,Protection,International Rescue Committee,IRC,INGO,Jan-25
Unity,Koch,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Koch,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Leer,Education,Plan International,Plan,INGO,Jan-25
Unity,Leer,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Jan-25
Unity,Leer,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
Unity,Leer,Health,HealthCare Foundation Organization,HFO-SS,NNGO,Jan-25
Unity,Leer,Health,MEDAIR,MEDAIR,INGO,Jan-25
Unity,Leer,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Leer,Logistics,World Food Programme,WFP,UN,Jan-25
Unity,Leer,Nutrition,MEDAIR,MEDAIR,INGO,Jan-25
Unity,Leer,Protection,Hope Restoration South Sudan,HRSS,NNGO,Jan-25
Unity,Leer,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Leer,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayendit,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Jan-25
Unity,Mayendit,FSL,Samaritan's Purse,SP,INGO,Jan-25
Unity,Mayendit,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
Unity,Mayendit,Health,International Organization for Migration,IOM,UN,Jan-25
Unity,Mayendit,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayendit,Logistics,World Food Programme,WFP,UN,Jan-25
Unity,Mayendit,Nutrition,United Nations Children's Fund,UNICEF,UN,Jan-25
Unity,Mayendit,Nutrition,Universal Intervention and Development Organization,UNIDOR,NNGO,Jan-25
Unity,Mayendit,Nutrition,World Food Programme,WFP,UN,Jan-25
Unity,Mayendit,Protection,Hope Restoration South Sudan,HRSS,NNGO,Jan-25
Unity,Mayendit,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayendit,SNFI,HealthCare Foundation Organization,HFO-SS,NNGO,Jan-25
Unity,Mayendit,WASH,HealthCare Foundation Organization,HFO-SS,NNGO,Jan-25
Unity,Mayendit,WASH,TEARFUND,TEARFUND,INGO,Jan-25
Unity,Mayendit,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayom,Education,Alternative Poverty Eradication Bureau for Africa,APEBA,NNGO,Jan-25
Unity,Mayom,FSL,Food and Agriculture Organization of the United Nations,FAO,UN,Jan-25
Unity,Mayom,FSL,Samaritan's Purse,SP,INGO,Jan-25
Unity,Mayom,Health,Samaritan's Purse,SP,INGO,Jan-25
Unity,Mayom,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayom,Logistics,International Organization for Migration,IOM,UN,Jan-25
Unity,Mayom,Logistics,World Food Programme,WFP,UN,Jan-25
Unity,Mayom,Nutrition,CARE International,CARE,INGO,Jan-25
Unity,Mayom,Protection,Alternative Poverty Eradication Bureau for Africa,APEBA,NNGO,Jan-25
Unity,Mayom,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Unity,Mayom,Protection,People's Initiative Development Organization,PIDO,NNGO,Jan-25
Unity,Mayom,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Unity,Mayom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Mayom,WASH,International Organization for Migration,IOM,UN,Jan-25
Unity,Mayom,WASH,Norwegian Refugee Council,NRC,INGO,Jan-25
Unity,Mayom,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Panyijiar,FSL,Union Des Groupes D'Etudes Et Actions Pour Le Developpement De Fizi-Itombwe,UGEAFI,INGO,Jan-25
Unity,Panyijiar,FSL,Unions des Groupes d'Etudes et d'Actions pour le Développement de FIZI-ITOMBWE,UGEAFI,INGO,Jan-25
Unity,Panyijiar,Health,International Rescue Committee,IRC,INGO,Jan-25
Unity,Panyijiar,Health,Nile Relief and Development Organization,NRDO,NNGO,Jan-25
Unity,Panyijiar,Health,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Panyijiar,Logistics,World Food Programme,WFP,UN,Jan-25
Unity,Panyijiar,Nutrition,International Medical Corps,IMC,INGO,Jan-25
Unity,Panyijiar,Nutrition,International Rescue Committee,IRC,INGO,Jan-25
Unity,Panyijiar,Protection,Group 4 Securicor,G4S,INGO,Jan-25
Unity,Panyijiar,Protection,Hope Restoration South Sudan,HRSS,NNGO,Jan-25
Unity,Panyijiar,Protection,International Rescue Committee,IRC,INGO,Jan-25
Unity,Panyijiar,Protection,United Nations Mine Action Service,UNMAS,UN,Jan-25
Unity,Panyijiar,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Panyijiar,Protection,World Relief,WR,INGO,Jan-25
Unity,Panyijiar,WASH,MEDAIR,MEDAIR,INGO,Jan-25
Unity,Panyijiar,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Jan-25
Unity,Pariang,Education,ACT Alliance / Lutheran World Federation,ACT Alliance/LWF,INGO,Jan-25
Unity,Pariang,FSL,Action Africa Help International,AAHI,INGO,Jan-25
Unity,Pariang,FSL,International Rescue Committee,IRC,INGO,Jan-25
Unity,Pariang,FSL,Samaritan's Purse,SP,INGO,Jan-25
Unity,Pariang,FSL,World Food Programme,WFP,UN,Jan-25
Unity,Pariang,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Jan-25
